,the_geom,segmentid,Shape_Le_1,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit
16073,"MULTILINESTRING ((-73.9705026256743 40.672445493203035, -73.97046123684137 40.672422470818084, -73.97041827187212 40.67240118960932, -73.97037385728957 40.672381709942194, -73.97032812198304 40.67236408948118, -73.97028120075682 40.67234838138992, -73.97023323078378 40.672334630728315, -73.97018435396974 40.67232287715443, -73.97013471340489 40.67231315582437, -73.97008445336421 40.672305496491674, -73.97003372285766 40.672299919005724, -73.96998266971275 40.67229644231523, -73.96993144531001 40.67229507456402, -73.9698801974827 40.672295821193636, -73.9698290787987 40.6722986795425))",297845,199.057573624,3,GRAND ARMY PLZ GREENWAY,PLAZA ST W,PLAZA ST E,OFF,I,I,2,2,Ped Plaza,Ped Plaza
16093,"MULTILINESTRING ((-73.95737456067484 40.78972066689874, -73.95747298814562 40.78973481050344))",297888,27.7381648669,1,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,OFF,I,I,2,2,Greenway,Greenway
16176,"MULTILINESTRING ((-73.94875239169077 40.75714709734938, -73.94876744697866 40.7571268931075, -73.94878057609867 40.757105927080296, -73.94879171383916 40.757084303698065, -73.94880080208937 40.7570621336976, -73.9488077957646 40.75703952872212, -73.94881265925206 40.75701660312021, -73.94881536878005 40.75699347304686, -73.9488159100514 40.75697025376045, -73.94881428060796 40.756947065027184, -73.94881048865231 40.756924023015685, -73.94880455304569 40.756901242998886, -73.94881195050168 40.7568709622955, -73.94882065281476 40.756840882083374, -73.94883065048371 40.756811035676755, -73.94884193282404 40.75678145548871, -73.94885448678353 40.75675217303071, -73.94886829930994 40.75672321981431, -73.9488833561663 40.756694628250905, -73.94889431391199 40.75667594942979, -73.94890692317287 40.75665788368366, -73.9489211258569 40.75664051473324, -73.94893685676826 40.75662392449497, -73.94895404124091 40.756608190378614, -73.94897259869089 40.756593386189294, -73.94899244380167 40.756579580327, -73.9490134817854 40.75656683848592, -73.94903561667626 40.756555218255336, -73.94905874303653 40.756544775419314, -73.94908275424919 40.75653555945793, -73.9491340270224 40.75650824006783, -73.94918350115313 40.75647906662155, -73.94923106171824 40.756448107509186, -73.94927659734438 40.75641543562484, -73.94932000139394 40.756381126566474, -73.94936117196261 40.75634526133721, -73.94940001306601 40.75630792364422, -73.94945573894339 40.75625307851952, -73.94950703051344 40.75619578655199, -73.94955370407202 40.75613625478326, -73.94959559012145 40.756074698365424, -73.9496325381082 40.75601133966274, -73.94966441286981 40.7559464082496, -73.94969110055864 40.7558801373114, -73.94970902812423 40.75583959898541, -73.94972467174111 40.75579851665492, -73.9497380017508 40.75575696595033, -73.94974899441684 40.75571502160399, -73.9497576307392 40.75567275925078, -73.94976389290066 40.755630256326896, -73.94976777255928 40.75558758847149, -73.94977331694761 40.75555939426428, -73.94977746052368 40.75553106076815, -73.94978019615277 40.75550262940334, -73.94978151907073 40.75547413888961, -73.94978142806315 40.75544563155033, -73.94977992428629 40.755417147008146, -73.94977700889619 40.75538872488577))",298565,733.536055687,4,QUEENSBRIDGE PARK GREENWAY,VERNON BLVD,VERNON BLVD,OFF,I,I,2,2,Greenway,Greenway
16187,"MULTILINESTRING ((-73.82361274688606 40.86897445028016, -73.82358524690596 40.868902351892395, -73.82226144742809 40.8686352466436, -73.82213929701197 40.86861285953689))",298467,440.949677218,2,HUTCHINSON RIVER GREENWAY EXTENSION,BAY PLAZA,HUTCHINSON RIVER GREENWAY,OFF,I,I,2,2,Greenway,Greenway
16200,"MULTILINESTRING ((-73.8552022385871 40.75726689414018, -73.85501728357728 40.75718142769314))",298533,59.9597600081,4,34 AVE,E side of median,NW side of median,OFF,I,I,L,1,Sidewalk,
16207,"MULTILINESTRING ((-73.92677011585147 40.84283798975586, -73.92558100207634 40.84379646270332))",299110,479.784710227,2,UNDERCLIFF AVENUE,BOSCOBEL PL,SEDGWICK AVE,ON,II,II,L,1,,Standard
16352,"MULTILINESTRING ((-73.96003018458904 40.798038107239584, -73.96000206046303 40.79802479800629, -73.95997279551216 40.7980129949057, -73.95994252834251 40.79800275201506, -73.95991140585761 40.79799411891223, -73.95987957259538 40.79798713706969, -73.95984718257817 40.797981839859084, -73.95981438864864 40.7979782516467, -73.95978134839332 40.79797638959668, -73.95974821703328 40.7979762636685, -73.9597151533508 40.79797787301711, -73.95968231376162 40.797981211393704, -73.95964985468812 40.79798626174381, -73.9596179325565 40.797993000709546, -73.95958669668907 40.79800139592565, -73.95955629641256 40.798011407823196, -73.95952687750469 40.79802298782701, -73.95949857863693 40.79803608195653, -73.95947153374686 40.79805062722478, -73.95944587440633 40.79806655434039, -73.95942172034114 40.798083788605034, -73.95939918654285 40.79810224721414, -73.9590517431909 40.798481519161456, -73.95904748727708 40.79848650281466, -73.95904316976318 40.798491455828774, -73.95903878828032 40.79849637640205, -73.95903434638231 40.79850126633671, -73.95902984288584 40.79850612293079, -73.95902527897587 40.79851094618473, -73.95902065346748 40.79851573609814, -73.95898829418724 40.79854679362235, -73.9589533941237 40.79857622032863, -73.95891609673232 40.798603894698296, -73.95887655138829 40.79862970512048, -73.95883492049832 40.79865354629241, -73.95879137357436 40.798675321919, -73.95874608841999 40.7986949420118, -73.95869924757281 40.79871232739026, -73.95865104423088 40.798727406982316))",300128,506.056127563,1,C P W 106 APPR,CENTRAL PARK W,WEST DR,OFF,I,I,2,2,Sidewalk,Sidewalk
16530,"MULTILINESTRING ((-73.76252875782252 40.73600396067314, -73.76273303440801 40.735262162473404))",301805,276.126033759,4,VANDERBILT MOTOR PARKWAY ACCESS,210 ST,VANDERBILT MOTOR PARKWAY,OFF,I,I,2,2,Greenway,Greenway
16540,"MULTILINESTRING ((-73.92486200957936 40.876239967450964, -73.92478491654428 40.876302043686046, -73.92418513021664 40.876525610635525, -73.92351405470025 40.87697106774223))",301833,462.410888508,1,HENRY HUDSON BR,INWOOD HILL PARK GREENWAY,BRONX BOROUGH BOUNDARY,OFF,L,L,2,0,,
16648,"MULTILINESTRING ((-74.00102823029921 40.6764140401196, -74.00099238903412 40.67632718128517))",303039,33.1700486477,3,HAMILTON AV,HUNTINGTON ST,W 9 ST,ON,III,III,L,1,,Sharrows
16719,"MULTILINESTRING ((-73.98484269762956 40.785877139418595, -73.98485271426918 40.78586310732532, -73.98486252122457 40.78584898965596, -73.9848721149413 40.78583478821118, -73.984881495419 40.78582050479195, -73.98489066147265 40.78580614119925, -73.98489961191713 40.78579169923388, -73.98490834556767 40.78577717979635, -73.98491950192347 40.785757809675275, -73.98492912058632 40.78573796838986, -73.9849371648143 40.78571772707527, -73.98494360852844 40.78569715686805, -73.98494842801851 40.78567633160647, -73.98495160549832 40.785655325129426, -73.98495313028984 40.78563421217735, -73.98495430129904 40.785616326575315, -73.98495437761446 40.78559842011881, -73.98495335685917 40.785580529728016, -73.98495124020974 40.78556269502514, -73.98494803476703 40.78554495383214, -73.98494374644636 40.785527346672154, -73.98493838471829 40.785509909566485, -73.98493800940301 40.78550358439688, -73.98493775611618 40.785497256541674, -73.98493762485768 40.78549092690144, -73.98493761799686 40.78548459547644, -73.98493773197887 40.78547826496772, -73.98493797035749 40.78547193717674, -73.98493832957854 40.78546561210312))",309260,156.456630665,1,79 ST SOUTH ACCESS RAMP,W 79 ST,HUDSON RIVER GREENWAY 79TH ST LINK,OFF,II,"III,II",2,2,Sharrows,Curbside
16749,"MULTILINESTRING ((-74.00240554018299 40.73876124092884, -74.00305216415795 40.738758026104186))",310189,179.196018364,1,HORATIO ST,8 AV,GREENWICH ST,ON,II,II,L,1,,Buffered
16767,"MULTILINESTRING ((-73.94220741005854 40.78964483620543, -73.94055963759038 40.78894946525047))",310545,521.900191686,1,E 105 ST,FDR SERVICE RD,1 AV,ON,II,II,L,1,,Standard
16888,"MULTILINESTRING ((-73.91954495249597 40.81655510821518, -73.91779032703572 40.81610112303938))",311556,513.06768834,2,E 149 ST,MELROSE AV,COURTLANDT AV,ON,III,III,L,1,,Sharrows
17331,"MULTILINESTRING ((-73.86823466019871 40.85091373729059, -73.86795099626661 40.85144756078802))",317817,209.727775145,2,UNIONPORT RD,BRONX PARK E,BRONXDALE AV,OFF,I,I,2,2,Protected Path,Protected Path
17333,"MULTILINESTRING ((-73.74409668734583 40.74820664132024, -73.74400950501965 40.74818533873404, -73.74370355331155 40.747443661902615, -73.74375176672741 40.74736683499188, -73.744514124536 40.747105332836554, -73.74501550301022 40.746867543938706, -73.74542090719157 40.746665982612576, -73.74572578553645 40.7462981817114, -73.74570575567897 40.7459661067505, -73.74572773277856 40.745787992911524, -73.74593060412555 40.74571565866156))",317919,1276.03165475,4,ALLEY POND PARK PATH,69 AV,233 ST,OFF,I,I,2,2,Sidewalk,Sidewalk
17431,"MULTILINESTRING ((-73.92524399498244 40.73244213617907, -73.92538418940714 40.7322432507403))",320756,82.2200785917,4,KOSCIUSZKO BRIDGE,54 RD,44 AV,OFF,I,I,2,2,Protected Path,Protected Path
18211,"MULTILINESTRING ((-73.91138383679632 40.830988517416735, -73.91063990627619 40.832344323839614))",9003200,535.153411456,2,CLAY AV,E 167 ST,E 168 ST,ON,II,II,2,2,Standard,Standard
18625,"MULTILINESTRING ((-73.98955662581444 40.68395566640755, -73.98939982722884 40.683894561206195))",9004937,48.854851678,3,BALTIC ST,HOYT ST,BOND ST,ON,III,III,2,2,Sharrows,Sharrows
18802,"MULTILINESTRING ((-73.98085305535619 40.71355479803, -73.98084514444226 40.71347893500619))",9005893,27.7260762889,1,JACKSON ST,CHERRY ST,MADISON ST,ON,III,III,L,1,,Sharrows
19488,"MULTILINESTRING ((-73.85635680892497 40.700064464506774, -73.85578730881868 40.70017877401534))",121381,163.31061609,4,FOREST PARK DR W,FOREST PARK GREENWAY,WOODHAVEN BL,OFF,I,I,2,2,Greenway,Greenway
19516,"MULTILINESTRING ((-73.9257359414389 40.778274265442, -73.92615749433162 40.77816473357036))",184677,123.383097786,4,SHORE BL,DITMARS BL,ASTORIA PARK S,OFF,I,I,2,2,Greenway,Greenway
19538,"MULTILINESTRING ((-73.84981554022616 40.701290376607396, -73.84783316350392 40.700319946159645))",111513,653.557738997,4,FREEDOM DR,MYRTLE AV,PARK LANE S,OFF,I,I,2,2,Protected Path,Protected Path
19542,"MULTILINESTRING ((-73.83901101224401 40.70855449227282, -73.83895603903844 40.70875765206545, -73.83887767235156 40.708959887578196, -73.83877574004292 40.70915889321043, -73.83865059082929 40.709352301040965, -73.83850312951911 40.70953779794695, -73.83833476951662 40.709713197583085, -73.83814739715584 40.70987651237813, -73.8379433359428 40.71002606155281, -73.83772521636101 40.71016047994846, -73.83749586916443 40.71027879892852, -73.83725825438594 40.710380437278175))",114447,854.601682202,4,FOREST PARK DR E,METROPOLITAN AV,OVERLOOK PARKING LOT,OFF,I,I,2,2,Greenway,Greenway
19545,"MULTILINESTRING ((-73.83818481385158 40.73862917830787, -73.83809235283533 40.73841887856715, -73.83806285492582 40.73836473901522))",303590,102.141252309,4,MEADOW LAKE DR,BOATHOUSE BR,MEADOW LAKE PATH W,ON,III,III,2,2,Signed Route,Signed Route
19569,"MULTILINESTRING ((-74.09692065342048 40.62860608691561, -74.0970594537846 40.628568039914725, -74.0971920113269 40.628512410864005, -74.09731270155629 40.62844034820603, -74.0974165166522 40.62835437767756, -74.0974997741984 40.62825809552253, -74.09756051831592 40.628155672853694))",118524,251.03192493,5,SILVER LAKE PARK RD,FOREST AV,VICTORY BL,OFF,I,I,2,2,Greenway,Greenway
19580,"MULTILINESTRING ((-73.94413167726614 40.809713355399076, -73.94684711557278 40.810862935249006))",166563,860.502113051,1,W 128 ST,ADAM CLAYTON POWELL JR BL,5 AV,ON,II,II,L,1,,Standard
19586,"MULTILINESTRING ((-73.9413174234963 40.807713346745324, -73.94445688347714 40.809036148937224))",173023,993.780296388,1,W 127 ST,5 AV,ADAM CLAYTON POWELL JR BL,ON,III,III,R,1,Sharrows,
19603,"MULTILINESTRING ((-73.94491601836786 40.80841350370332, -73.94499360645997 40.80844618380599))",173022,24.5580896733,1,W 126 ST,5 AV,LENOX AV,ON,II,II,R,1,Standard,
19605,"MULTILINESTRING ((-73.82471753986576 40.75548753040512, -73.82397917869169 40.75486820639352))",91299,304.564860332,4,KISSENA BL,SANFORD AV,45 AV,ON,II,II,2,2,Standard,Standard
19642,"MULTILINESTRING ((-74.00722450372817 40.71305527263242, -74.0088319616953 40.71379594749626))",23397,520.963622823,1,MURRAY ST,BROADWAY,GREENWICH ST,ON,II,II,R,1,Standard,
19657,"MULTILINESTRING ((-74.00809981904453 40.71199440385642, -74.00966812317576 40.71272456994196))",23363,509.706982636,1,BARCLAY ST,BROADWAY,GREENWICH ST,ON,II,II,R,1,Standard,
19677,"MULTILINESTRING ((-74.01318764333136 40.704042717065995, -74.01311347985514 40.703587165698956))",23003,167.239960919,1,WHITEHALL ST,STONE ST,PEARL ST,ON,III,III,R,1,Sharrows,
19679,"MULTILINESTRING ((-73.95994474620895 40.733978790368354, -73.96004071545075 40.73467285427093))",35020,254.26415104,3,WEST ST,FREEMAN ST,EAGLE ST,ON,I,I,2,2,Greenway,Greenway
19714,"MULTILINESTRING ((-73.94025027302489 40.75471890645073, -73.94140646304919 40.7534588464938))",67158,559.790948956,4,22 ST,36 ST,QUEENS PLAZA N,ON,II,II,R,1,Standard,
19726,"MULTILINESTRING ((-73.93335306573658 40.758274333931816, -73.93215200304552 40.75771038482027))",67429,391.066626471,4,36 AV,24 ST,29 ST,ON,III,III,2,2,Sharrows,Sharrows
19745,"MULTILINESTRING ((-73.93503981427702 40.75539132106526, -73.93433515886365 40.75501546475871))",67404,238.463211508,4,38 AV,CRESCENT ST,29 ST,ON,III,III,2,2,Sharrows,Sharrows
19759,"MULTILINESTRING ((-73.93125155124672 40.753374512097984, -73.93212575229897 40.75230243708355))",67517,459.593388925,4,32 ST,39 AV,38 AV,ON,II,II,L,1,,Standard
19760,"MULTILINESTRING ((-73.91290076448767 40.78108974439623, -73.9132234312208 40.78082509607088))",129901,131.461821629,4,24 ST,HOYT AV N,20 AV,ON,II,II,L,1,,Standard
19788,"MULTILINESTRING ((-73.90749379924299 40.770572113767926, -73.90678175736208 40.77006306142224))",69006,270.731928412,4,23 AV,43 ST,19 ST,ON,III,III,2,2,Sharrows,Sharrows
19855,"MULTILINESTRING ((-73.90803079150461 40.76838473341504, -73.90708729032382 40.76823623072017))",68302,266.888373399,4,ASTORIA BL S,43 ST,44 ST,ON,II,II,R,1,Curbside,
19861,"MULTILINESTRING ((-73.90667612338218 40.76998873837447, -73.90678877743524 40.76958254923571))",75509,151.242219782,4,SOUND ST,23 AV,ASTORIA BL N,ON,III,III,R,1,Sharrows,
19881,"MULTILINESTRING ((-73.92852537895642 40.82922362302255, -73.92743843603328 40.82849075876462))",249320,402.21657161,2,E 161 ST,RUPPERT PLAZA,MACOMBS DAM BRIDGE,ON,II,II,L,1,,Curbside
19920,"MULTILINESTRING ((-73.9046916643412 40.901782674471214, -73.90400547316365 40.90268764133561))",80906,380.388933856,2,MOSHOLU AV,W 254 ST,W 256 ST,ON,III,III,2,2,Sharrows,Sharrows
19922,"MULTILINESTRING ((-73.9046916643412 40.901782674471214, -73.90602606759604 40.90172505231484))",80905,369.481623848,2,W 254 ST,HENRY HUDSON PKWY W,MOSHOLU AV,ON,III,III,2,2,Sharrows,Sharrows
19931,"MULTILINESTRING ((-74.15389622594189 40.58714938675901, -74.15593168062225 40.58508649457013))",7722,940.465732547,5,KELLY BL,RICHMOND HILL RD,TRAVIS AV,ON,II,II,2,2,Buffered,Buffered
19934,"MULTILINESTRING ((-74.15091174593186 40.586673725870384, -74.15318265393401 40.58789201245211))",7801,771.260548739,5,TRAVIS AV,KELLY BL,FOREST HILL RD,ON,II,II,2,2,Buffered,Buffered
19939,"MULTILINESTRING ((-74.16126386213497 40.58807622459019, -74.162990898252 40.58629994363224))",5029,805.538472891,5,MERRYMOUNT ST,RICHMOND HILL RD,ROCKLAND AV,ON,II,II,2,2,Buffered,Buffered
19945,"MULTILINESTRING ((-74.15216210372947 40.59083619265601, -74.15235278559692 40.59093618006997))",7744,64.2778862526,5,ROCKLAND AV,MERRYMOUNT ST,KELLY BLL,ON,II,II,2,2,Buffered,Buffered
19953,"MULTILINESTRING ((-74.16483892670102 40.610494827507516, -74.16584217844031 40.61066069251304))",5387,285.03487268,5,MERRILL AV,GRAHAM AV,ARLENE ST,ON,II,II,2,2,Buffered,Buffered
19966,"MULTILINESTRING ((-74.15721153879538 40.608784640775106, -74.15735080819628 40.60805466548269))",8281,268.745569316,5,MORANI ST,MERRILL AV,VICTORY BL,ON,III,III,2,2,Sharrows,Sharrows
19979,"MULTILINESTRING ((-73.994468247685 40.755908862499176, -73.99500601584703 40.75613671397952))",33696,170.553656466,1,W 38 ST,11 AV,5 AV,ON,I,I,L,1,<Null>,Protected Path
20004,"MULTILINESTRING ((-73.97360737985252 40.747925454800416, -73.97273791986662 40.74755799070039))",35924,275.612300835,1,E 39 ST,1 AV,2 AV,ON,I,I,L,1,<Null>,Protected Path
20015,"MULTILINESTRING ((-73.98708862669886 40.75360671512388, -73.9883357254815 40.754130293077615))",33938,394.677247048,1,W 39 ST,5 AV,8 AV,ON,I,I,R,1,Protected Path,
20027,"MULTILINESTRING ((-73.84482429791352 40.64807113244089, -73.84389950788605 40.64821122641237))",50415,261.652439452,4,165 AV,84 ST,91 ST,ON,I,I,2,2,Greenway,Greenway
